log
Ejecutando consulta: SELECT * FROM users WHERE name = 'Fran'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Fran'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Fran'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Hank'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Eve'
Ejecutando consulta: SELECT * FROM users WHERE name = 'John'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Fran Miller'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Bob'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Alice'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Alice'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Charlie'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Fran Johnson'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Hank'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Eve'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Eve'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Hank'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Alice'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Fran Davis'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Alice'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Alice'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Eve'
Ejecutando consulta: SELECT * FROM users WHERE name = 'admin'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Bob'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Eve'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Eve'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Bob'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Fran Smith'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Eve Brown'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Alice Johnson'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Charlie'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Hank'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Alice'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Hank'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Eve'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Eve'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Fran Garcia'
Ejecutando consulta: SELECT * FROM users WHERE name = 'admin'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Charlie Miller'
Ejecutando consulta: SELECT * FROM users WHERE name = 'David'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Fran'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Fran'
Ejecutando consulta: SELECT * FROM users WHERE name = 'admin'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Eve'
Ejecutando consulta: SELECT * FROM users WHERE name = 'David'
Ejecutando consulta: SELECT * FROM users WHERE name = 'David'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Bob'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Eve'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Fran Johnson'
Ejecutando consulta: SELECT * FROM users WHERE name = 'David Johnson'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Charlie'
Ejecutando consulta: SELECT * FROM users WHERE name = 'John'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Fran'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Fran'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Bob'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Grace'
Ejecutando consulta: SELECT * FROM users WHERE name = 'David Miller'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Fran'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Fran'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Alice'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Alice'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Grace'
Ejecutando consulta: SELECT * FROM users WHERE name = 'admin'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Fran'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Alice'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Grace'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Fran'
Ejecutando consulta: SELECT * FROM users WHERE name = 'John Jones'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Eve Garcia'
Ejecutando consulta: SELECT * FROM users WHERE name = 'David'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Eve'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Bob'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Eve'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Alice Brown'
Ejecutando consulta: SELECT * FROM users WHERE name = 'admin'
Ejecutando consulta: SELECT * FROM users WHERE name = 'David Garcia'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Hank'
Ejecutando consulta: SELECT * FROM users WHERE name = 'David Smith'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Alice'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Bob'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Charlie Johnson'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Grace'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Bob Johnson'
Ejecutando consulta: SELECT * FROM users WHERE name = 'David'
Ejecutando consulta: SELECT * FROM users WHERE name = 'David Williams'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Grace'
Ejecutando consulta: SELECT * FROM users WHERE name = 'John'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Eve'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Fran'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Charlie'
Ejecutando consulta: SELECT * FROM users WHERE name = 'David'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Fran'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Charlie'
Ejecutando consulta: SELECT * FROM users WHERE name = 'John Brown'
Ejecutando consulta: SELECT * FROM users WHERE name = 'David'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Alice'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Hank'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Alice'
Ejecutando consulta: SELECT * FROM users WHERE name = 'David'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Alice'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Charlie'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Fran Davis'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Grace Miller'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Hank'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Bob'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Grace'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Bob Garcia'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Grace'
Ejecutando consulta: SELECT * FROM users WHERE name = 'admin'
Ejecutando consulta: SELECT * FROM users WHERE name = 'admin Garcia'
Ejecutando consulta: SELECT * FROM users WHERE name = 'John'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Bob'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Grace'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Alice'
Ejecutando consulta: SELECT * FROM users WHERE name = 'David Davis'
Ejecutando consulta: SELECT * FROM users WHERE name = 'Fran'
